name,price,color,mileage,brand,model,location,date_displayed,transmission,air_conditioner,power_steering,remote_control,item_url,year,log_price,car_age,km_per_year,search_text
Skoda Octavia A7 2016,1250000.0,Silver,145000.0,Skoda,Octavia A7,Tagamo3 - New Cairo,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6255005,2016.0,14.038654909278163,10.0,14500.0,brand Skoda model Octavia A7 name Skoda Octavia A7 2016 location Tagamo3 - New Cairo color Silver transmission Automatic
Jac J3 2022,925000.0,Dark grey,41000.0,Jac,J3,Giza,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jac/j3/6235877,2022.0,13.73755009757506,4.0,10250.0,brand Jac model J3 name Jac J3 2022 location Giza color Dark grey transmission Automatic
Skoda Octavia A7 2019,1600000.0,Champagne,84000.0,Skoda,Octavia A7,Sheikh Zayed City,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6259560,2019.0,14.285514812209815,7.0,12000.0,brand Skoda model Octavia A7 name Skoda Octavia A7 2019 location Sheikh Zayed City color Champagne transmission Automatic
Kia Rio 2013,735000.0,Mocha,158000.0,Kia,Rio,Cairo,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6259569,2013.0,13.507627138738266,13.0,12153.846153846154,brand Kia model Rio name Kia Rio 2013 location Cairo color Mocha transmission Manual
Nissan Sunny 2019,500000.0,Silver,335000.0,Nissan,Sunny,Shobra,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6257805,2019.0,13.122365377402328,7.0,47857.142857142855,brand Nissan model Sunny name Nissan Sunny 2019 location Shobra color Silver transmission Automatic
Chevrolet Optra 2016,410000.0,Bronze,280000.0,Chevrolet,Optra,6 October,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6259523,2016.0,12.923914877701906,10.0,28000.0,brand Chevrolet model Optra name Chevrolet Optra 2016 location 6 October color Bronze transmission Automatic
Hyundai Verna 2015,520000.0,Dark grey,140000.0,Hyundai,Verna,Abu Hummus,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6259481,2015.0,13.161586013632684,11.0,12727.272727272728,brand Hyundai model Verna name Hyundai Verna 2015 location Abu Hummus color Dark grey transmission Manual
Nissan Sentra 2022,1100000.0,Silver,30000.0,Nissan,Sentra,Nasr city,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/6254933,2022.0,13.910821646859095,4.0,7500.0,brand Nissan model Sentra name Nissan Sentra 2022 location Nasr city color Silver transmission Automatic
Skoda Octavia A7 2016,1300000.0,Mocha,80000.0,Skoda,Octavia A7,Alexandria,2024-02-01,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6259440,2016.0,14.077875591662238,10.0,8000.0,brand Skoda model Octavia A7 name Skoda Octavia A7 2016 location Alexandria color Mocha transmission Automatic
Honda Civic 2008,750000.0,Black,200000.0,Honda,Civic,10th of Ramadan,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/civic/6258960,2008.0,13.527829818844937,18.0,11111.111111111111,brand Honda model Civic name Honda Civic 2008 location 10th of Ramadan color Black transmission Automatic
Opel Astra 2006,380000.0,Dark blue,73000.0,Opel,Astra,Cairo,2024-02-01,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6258995,2006.0,12.847929163278053,20.0,3650.0,brand Opel model Astra name Opel Astra 2006 location Cairo color Dark blue transmission Automatic
Nissan Sunny 2023,925000.0,Black,33000.0,Nissan,Sunny,Aswan,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6259158,2023.0,13.73755009757506,3.0,11000.0,brand Nissan model Sunny name Nissan Sunny 2023 location Aswan color Black transmission Automatic
Peugeot 307 2007,350000.0,Black,205592.0,Peugeot,307,Asyut,2024-02-01,Automatic,No,No,Yes,https://eg.hatla2ee.com/en/car/peugeot/307/6259391,2007.0,12.765691290604371,19.0,10820.631578947368,brand Peugeot model 307 name Peugeot 307 2007 location Asyut color Black transmission Automatic
Chevrolet Optra 2013,480000.0,Silver,110000.0,Chevrolet,Optra,Beheira,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6254882,2013.0,13.081543466215237,13.0,8461.538461538461,brand Chevrolet model Optra name Chevrolet Optra 2013 location Beheira color Silver transmission Automatic
Suzuki Alto 2013,320000.0,Black,285000.0,Suzuki,Alto,6 October,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/alto/6259422,2013.0,12.676079399771027,13.0,21923.076923076922,brand Suzuki model Alto name Suzuki Alto 2013 location 6 October color Black transmission Manual
Opel Insignia 2015,850000.0,Black,200000.0,Opel,Insignia,El Haram,2024-02-01,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/opel/insignia/6259397,2015.0,13.652992804936396,11.0,18181.81818181818,brand Opel model Insignia name Opel Insignia 2015 location El Haram color Black transmission Automatic
Mitsubishi Lancer Puma 2013,650000.0,Champagne,150000.0,Mitsubishi,Lancer Puma,Beni Suef,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6259361,2013.0,13.384729180332174,13.0,11538.461538461539,brand Mitsubishi model Lancer Puma name Mitsubishi Lancer Puma 2013 location Beni Suef color Champagne transmission Automatic
Mercedes GLA 2019,2400000.0,Dark blue,80000.0,Mercedes,GLA,Maadi,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/gla/6259340,2019.0,14.690979711984754,7.0,11428.57142857143,brand Mercedes model GLA name Mercedes GLA 2019 location Maadi color Dark blue transmission Automatic
Opel Astra 2019,927000.0,Black,131000.0,Opel,Astra,Tagamo3 - New Cairo,2023-11-22,Manual,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6129981,2019.0,13.739709923296061,7.0,18714.285714285714,brand Opel model Astra name Opel Astra 2019 location Tagamo3 - New Cairo color Black transmission Manual
Mitsubishi Lancer EX Shark 2018,955000.0,Silver,115000.0,Mitsubishi,Lancer EX Shark,Tagamo3 - New Cairo,2023-11-26,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6138959,2018.0,13.769467666582738,8.0,14375.0,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2018 location Tagamo3 - New Cairo color Silver transmission Automatic
Daewoo Lanos 2013,290000.0,Dark red,160000.0,Daewoo,Lanos,Heliopolis,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos/6259328,2013.0,12.577639650232573,13.0,12307.692307692309,brand Daewoo model Lanos name Daewoo Lanos 2013 location Heliopolis color Dark red transmission Manual
Chevrolet N300 2016,550000.0,Dark red,174000.0,Chevrolet,N300,Dokki,2024-02-01,Manual,Yes,No,No,https://eg.hatla2ee.com/en/car/chevrolet/n300/6259322,2016.0,13.217675375388819,10.0,17400.0,brand Chevrolet model N300 name Chevrolet N300 2016 location Dokki color Dark red transmission Manual
Hyundai Tiburon 2005,550000.0,Black,160000.0,Hyundai,Tiburon,Tagamo3 - New Cairo,2024-02-01,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/tiburon/6259319,2005.0,13.217675375388819,21.0,7619.047619047619,brand Hyundai model Tiburon name Hyundai Tiburon 2005 location Tagamo3 - New Cairo color Black transmission Automatic
Ssang Yong Tivoli XLV 2017,1250000.0,Red,10000.0,Ssang Yong,Tivoli XLV,Damietta,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/ssang-yong/Tivoli-XLV/6259308,2017.0,14.038654909278163,9.0,1111.111111111111,brand Ssang Yong model Tivoli XLV name Ssang Yong Tivoli XLV 2017 location Damietta color Red transmission Manual
Renault Kadjar 2020,1250000.0,Blue,92000.0,Renault,Kadjar,6 October,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/Kadjar/6259278,2020.0,14.038654909278163,6.0,15333.333333333334,brand Renault model Kadjar name Renault Kadjar 2020 location 6 October color Blue transmission Automatic
Chery Tiggo 2017,500000.0,Dark grey,144000.0,Chery,Tiggo,El Haram,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/chery-tiggo/6259242,2017.0,13.122365377402328,9.0,16000.0,brand Chery model Tiggo name Chery Tiggo 2017 location El Haram color Dark grey transmission Automatic
Hyundai Tucson 2022,2200000.0,Dark grey,20000.0,Hyundai,Tucson,Cairo,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6259221,2022.0,14.603968372873895,4.0,5000.0,brand Hyundai model Tucson name Hyundai Tucson 2022 location Cairo color Dark grey transmission Automatic
Volkswagen Passat 2006,700000.0,Black,70000.0,Volkswagen,Passat,Mansoura,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6259184,2006.0,13.45883704259595,20.0,3500.0,brand Volkswagen model Passat name Volkswagen Passat 2006 location Mansoura color Black transmission Manual
Haval H6 2022,1650000.0,White,30000.0,Haval,H6,6 October,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/haval/haval-h6/6254608,2022.0,14.316286451937186,4.0,7500.0,brand Haval model H6 name Haval H6 2022 location 6 October color White transmission Automatic
Lincoln Ls 2018,370000.0,White,42200.0,Lincoln,Ls,El Marg,2024-02-01,Manual,No,No,No,https://eg.hatla2ee.com/en/car/lincoln/lincoln-ls/6259193,2018.0,12.821260987319457,8.0,5275.0,brand Lincoln model Ls name Lincoln Ls 2018 location El Marg color White transmission Manual
Nissan Sunny 2022,765000.0,Red,80000.0,Nissan,Sunny,Nasr city,2024-02-01,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6259170,2022.0,13.547632419997361,4.0,20000.0,brand Nissan model Sunny name Nissan Sunny 2022 location Nasr city color Red transmission Automatic
Kia Sportage 2024,2700000.0,Silver,0.0,Kia,Sportage,6 October,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/kia/sportage/6259148,2024.0,14.80876270134486,2.0,0.0,brand Kia model Sportage name Kia Sportage 2024 location 6 October color Silver transmission Manual
Nissan Qashqai 2017,950000.0,White,99000.0,Nissan,Qashqai,Cairo,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6259146,2017.0,13.76421831620775,9.0,11000.0,brand Nissan model Qashqai name Nissan Qashqai 2017 location Cairo color White transmission Automatic
Byd F3 2022,530000.0,Blue,60000.0,Byd,F3,Cairo,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/byd/f3/6259116,2022.0,13.180634172318978,4.0,15000.0,brand Byd model F3 name Byd F3 2022 location Cairo color Blue transmission Automatic
Hyundai Verna 2012,375000.0,Red,190000.0,Hyundai,Verna,Shobra,2024-01-31,Manual,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6259104,2012.0,12.834683971615659,14.0,13571.42857142857,brand Hyundai model Verna name Hyundai Verna 2012 location Shobra color Red transmission Manual
Chevrolet Aveo 2011,400000.0,Black,139000.0,Chevrolet,Aveo,Sohag,2024-01-31,Manual,Yes,No,No,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6259094,2011.0,12.899222326086994,15.0,9266.666666666666,brand Chevrolet model Aveo name Chevrolet Aveo 2011 location Sohag color Black transmission Manual
Suzuki Swift 2022,750000.0,Blue,55000.0,Suzuki,Swift,Heliopolis,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift/6258969,2022.0,13.527829818844937,4.0,13750.0,brand Suzuki model Swift name Suzuki Swift 2022 location Heliopolis color Blue transmission Automatic
Hyundai Verna 2015,435000.0,Gray,180000.0,Hyundai,Verna,Beni Suef,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6259056,2015.0,12.983103608918753,11.0,16363.636363636364,brand Hyundai model Verna name Hyundai Verna 2015 location Beni Suef color Gray transmission Automatic
Renault Duster 2017,800000.0,Dark blue,100000.0,Renault,Duster,Alexandria,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6259031,2017.0,13.592368256649284,9.0,11111.111111111111,brand Renault model Duster name Renault Duster 2017 location Alexandria color Dark blue transmission Automatic
Kia K3 2013,800000.0,Gray,73000.0,Kia,K3,Kafr el-Sheikh,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/K3/6259013,2013.0,13.592368256649284,13.0,5615.384615384615,brand Kia model K3 name Kia K3 2013 location Kafr el-Sheikh color Gray transmission Automatic
Chevrolet Optra 2012,500000.0,Dark grey,150000.0,Chevrolet,Optra,Cairo,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6259010,2012.0,13.122365377402328,14.0,10714.285714285714,brand Chevrolet model Optra name Chevrolet Optra 2012 location Cairo color Dark grey transmission Manual
Peugeot 406 2003,370000.0,Silver,100000.0,Peugeot,406,10th of Ramadan,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/406/6259004,2003.0,12.821260987319457,23.0,4347.826086956522,brand Peugeot model 406 name Peugeot 406 2003 location 10th of Ramadan color Silver transmission Automatic
Hyundai Matrix 2006,480000.0,Petroleum,100000.0,Hyundai,Matrix,10th of Ramadan,2024-01-31,Automatic,Yes,No,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6258876,2006.0,13.081543466215237,20.0,5000.0,brand Hyundai model Matrix name Hyundai Matrix 2006 location 10th of Ramadan color Petroleum transmission Automatic
Hyundai Verna 2010,290000.0,White,100000.0,Hyundai,Verna,10th of Ramadan,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6259016,2010.0,12.577639650232573,16.0,6250.0,brand Hyundai model Verna name Hyundai Verna 2010 location 10th of Ramadan color White transmission Manual
Chevrolet Aveo 2011,350000.0,Silver,45000.0,Chevrolet,Aveo,Ain Shams,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6258990,2011.0,12.765691290604371,15.0,3000.0,brand Chevrolet model Aveo name Chevrolet Aveo 2011 location Ain Shams color Silver transmission Manual
Nissan Sunny 2013,480000.0,Black,190000.0,Nissan,Sunny,Beni Suef,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6258986,2013.0,13.081543466215237,13.0,14615.384615384615,brand Nissan model Sunny name Nissan Sunny 2013 location Beni Suef color Black transmission Automatic
Toyota Corolla 2009,600000.0,Silver,200000.0,Toyota,Corolla,Alexandria,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6258950,2009.0,13.304686600863562,17.0,11764.70588235294,brand Toyota model Corolla name Toyota Corolla 2009 location Alexandria color Silver transmission Manual
Jeep Grand Cherokee 2015,2200000.0,Black,204000.0,Jeep,Grand Cherokee,Heliopolis,2024-01-30,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6256911,2015.0,14.603968372873895,11.0,18545.454545454544,brand Jeep model Grand Cherokee name Jeep Grand Cherokee 2015 location Heliopolis color Black transmission Automatic
Renault Megane 2000,200000.0,Green,150000.0,Renault,Megane,Al Shorouk,2024-01-31,Manual,No,No,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6258863,2000.0,12.206077645517674,26.0,5769.2307692307695,brand Renault model Megane name Renault Megane 2000 location Al Shorouk color Green transmission Manual
Chery Tiggo 7 2023,1210000.0,Dark red,13100.0,Chery,Tiggo 7,6 October,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6258915,2023.0,14.006131744018864,3.0,4366.666666666667,brand Chery model Tiggo 7 name Chery Tiggo 7 2023 location 6 October color Dark red transmission Automatic
Kia Grand Cerato 2010,630000.0,Black,170000.0,Kia,Grand Cerato,Obour City,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/Grand-Cerato/6257334,2010.0,13.353476685668044,16.0,10625.0,brand Kia model Grand Cerato name Kia Grand Cerato 2010 location Obour City color Black transmission Automatic
Kia Cerato 2013,730000.0,Black,330000.0,Kia,Cerato,Cairo,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6258576,2013.0,13.500801182986649,13.0,25384.615384615383,brand Kia model Cerato name Kia Cerato 2013 location Cairo color Black transmission Automatic
Kia Rio 2008,450000.0,Silver,190000.0,Kia,Rio,Obour City,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/rio/6258665,2008.0,13.017005083966255,18.0,10555.555555555555,brand Kia model Rio name Kia Rio 2008 location Obour City color Silver transmission Automatic
Nissan Sunny 2019,630000.0,Gold,87000.0,Nissan,Sunny,Sheikh Zayed City,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6258858,2019.0,13.353476685668044,7.0,12428.57142857143,brand Nissan model Sunny name Nissan Sunny 2019 location Sheikh Zayed City color Gold transmission Automatic
Hyundai Santamo 2001,280000.0,Silver,240000.0,Hyundai,Santamo,Heliopolis,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/santamo/6258855,2001.0,12.54254845357358,25.0,9600.0,brand Hyundai model Santamo name Hyundai Santamo 2001 location Heliopolis color Silver transmission Automatic
Suzuki Vitara 2022,1330000.0,White,19000.0,Suzuki,Vitara,Tagamo3 - New Cairo,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/vitara/6258816,2022.0,14.100690252077353,4.0,4750.0,brand Suzuki model Vitara name Suzuki Vitara 2022 location Tagamo3 - New Cairo color White transmission Automatic
Skoda Octavia A5 2009,830000.0,Black,200000.0,Skoda,Octavia A5,Banha,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/6258836,2009.0,13.629182184591333,17.0,11764.70588235294,brand Skoda model Octavia A5 name Skoda Octavia A5 2009 location Banha color Black transmission Manual
Opel Insignia 2020,1550000.0,Dark blue,88000.0,Opel,Insignia,Tagamo3 - New Cairo,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6258824,2020.0,14.253766134056512,6.0,14666.666666666666,brand Opel model Insignia name Opel Insignia 2020 location Tagamo3 - New Cairo color Dark blue transmission Automatic
Chevrolet Optra 2020,635000.0,Dark blue,65000.0,Chevrolet,Optra,Alexandria,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6258818,2020.0,13.361381852676738,6.0,10833.333333333334,brand Chevrolet model Optra name Chevrolet Optra 2020 location Alexandria color Dark blue transmission Manual
Kia Soul 2013,900000.0,Red,177000.0,Kia,Soul,Nasr city,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/soul/6258804,2013.0,13.710151153416941,13.0,13615.384615384615,brand Kia model Soul name Kia Soul 2013 location Nasr city color Red transmission Automatic
Nissan Sunny 2013,450000.0,Gold,270000.0,Nissan,Sunny,Heliopolis,2024-01-31,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6258774,2013.0,13.017005083966255,13.0,20769.23076923077,brand Nissan model Sunny name Nissan Sunny 2013 location Heliopolis color Gold transmission Automatic
BMW 320 2015,1650000.0,Silver,115000.0,BMW,320,Tagamo3 - New Cairo,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/bmw/320/6258723,2015.0,14.316286451937186,11.0,10454.545454545454,brand BMW model 320 name BMW 320 2015 location Tagamo3 - New Cairo color Silver transmission Automatic
Byd F3 2011,230000.0,White,,Byd,F3,Cairo,2024-01-31,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6258707,2011.0,12.345838935721968,15.0,,brand Byd model F3 name Byd F3 2011 location Cairo color White transmission Manual
Mitsubishi Lancer EX Shark 2016,605000.0,Black,138000.0,Mitsubishi,Lancer EX Shark,Beni Suef,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6258689,2016.0,13.312985389904174,10.0,13800.0,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2016 location Beni Suef color Black transmission Manual
Hyundai Elantra MD 2012,525000.0,Silver,143000.0,Hyundai,Elantra MD,Sharqia,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6245372,2012.0,13.171155446333852,14.0,10214.285714285714,brand Hyundai model Elantra MD name Hyundai Elantra MD 2012 location Sharqia color Silver transmission Automatic
Renault Sandero Step Way 2021,297000.0,Bronze,90000.0,Renault,Sandero Step Way,Heliopolis,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6258666,2021.0,12.601490784782536,5.0,18000.0,brand Renault model Sandero Step Way name Renault Sandero Step Way 2021 location Heliopolis color Bronze transmission Automatic
Byd F3 2012,340000.0,Silver,,Byd,F3,Badr City,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6258648,2012.0,12.73670383776449,14.0,,brand Byd model F3 name Byd F3 2012 location Badr City color Silver transmission Automatic
Hyundai Verna 2008,330000.0,Gold,193000.0,Hyundai,Verna,Cairo,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6258642,2008.0,12.706850963741102,18.0,10722.222222222223,brand Hyundai model Verna name Hyundai Verna 2008 location Cairo color Gold transmission Manual
Citroën C5 2023,2250000.0,White,6000.0,Citroën,C5,Cairo,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5/6258629,2023.0,14.626441218624949,3.0,2000.0,brand Citroën model C5 name Citroën C5 2023 location Cairo color White transmission Automatic
Chery Tiggo 3 2022,925000.0,Gray,48000.0,Chery,Tiggo 3,El Haram,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6258621,2022.0,13.73755009757506,4.0,12000.0,brand Chery model Tiggo 3 name Chery Tiggo 3 2022 location El Haram color Gray transmission Automatic
Skoda Octavia A7 2014,1000000.0,White,246000.0,Skoda,Octavia A7,Sohag,2024-01-31,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6258609,2014.0,13.815511557963774,12.0,20500.0,brand Skoda model Octavia A7 name Skoda Octavia A7 2014 location Sohag color White transmission Automatic
Hyundai Elantra CN7 2022,1270000.0,Silver,33000.0,Hyundai,Elantra CN7,Nasr city,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6246684,2022.0,14.054528245836039,4.0,8250.0,brand Hyundai model Elantra CN7 name Hyundai Elantra CN7 2022 location Nasr city color Silver transmission Automatic
Proton Preve 2019,650000.0,Silver,93000.0,Proton,Preve,6 October,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/proton/Preve/6258581,2019.0,13.384729180332174,7.0,13285.714285714286,brand Proton model Preve name Proton Preve 2019 location 6 October color Silver transmission Automatic
Hyundai Matrix 2003,525000.0,Silver,162000.0,Hyundai,Matrix,Alexandria,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6258477,2003.0,13.171155446333852,23.0,7043.478260869565,brand Hyundai model Matrix name Hyundai Matrix 2003 location Alexandria color Silver transmission Manual
Geely Emgrand 7 2018,430000.0,Silver,125000.0,Geely,Emgrand 7,Pyramids Gardens,2024-01-31,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6253787,2018.0,12.971542813248437,8.0,15625.0,brand Geely model Emgrand 7 name Geely Emgrand 7 2018 location Pyramids Gardens color Silver transmission Manual
Volkswagen Amarok 2011,1500000.0,Silver,190000.0,Volkswagen,Amarok,6 October,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/amarok/6258540,2011.0,14.220976332738882,15.0,12666.666666666666,brand Volkswagen model Amarok name Volkswagen Amarok 2011 location 6 October color Silver transmission Manual
Speranza A113 2008,180000.0,Blue,265000.0,Speranza,A113,Helwan,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/speranza/a113/6258527,2008.0,12.100717685412471,18.0,14722.222222222223,brand Speranza model A113 name Speranza A113 2008 location Helwan color Blue transmission Manual
Opel Astra 2019,1100000.0,Dark grey,77000.0,Opel,Astra,Nasr city,2023-12-23,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6189026,2019.0,13.910821646859095,7.0,11000.0,brand Opel model Astra name Opel Astra 2019 location Nasr city color Dark grey transmission Automatic
Kia Picanto 2006,350000.0,Black,130000.0,Kia,Picanto,Mokattam,2024-01-31,Manual,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/picanto/6258351,2006.0,12.765691290604371,20.0,6500.0,brand Kia model Picanto name Kia Picanto 2006 location Mokattam color Black transmission Manual
Geely Emgrand 7 2014,350000.0,Gray,130000.0,Geely,Emgrand 7,Pyramids Gardens,2024-01-31,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6253681,2014.0,12.765691290604371,12.0,10833.333333333334,brand Geely model Emgrand 7 name Geely Emgrand 7 2014 location Pyramids Gardens color Gray transmission Manual
Geely Emgrand 7 2015,365000.0,Black,130000.0,Geely,Emgrand 7,Pyramids Gardens,2024-01-31,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6253637,2015.0,12.807655372286902,11.0,11818.181818181818,brand Geely model Emgrand 7 name Geely Emgrand 7 2015 location Pyramids Gardens color Black transmission Manual
Opel Astra 2015,745000.0,Brown,137000.0,Opel,Astra,Giza,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6258440,2015.0,13.521140839642674,11.0,12454.545454545454,brand Opel model Astra name Opel Astra 2015 location Giza color Brown transmission Manual
Mercedes C 180 2018,3200000.0,Blue,68000.0,Mercedes,C 180,Banha,2024-01-31,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-180/6258414,2018.0,14.978661680269907,8.0,8500.0,brand Mercedes model C 180 name Mercedes C 180 2018 location Banha color Blue transmission Manual
Citroën C Elysee 2021,540000.0,Silver,65000.0,Citroën,C Elysee,Heliopolis,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/c-elysee/6258410,2021.0,13.199326270390594,5.0,13000.0,brand Citroën model C Elysee name Citroën C Elysee 2021 location Heliopolis color Silver transmission Automatic
Citroën C5 Aircross 2021,1900000.0,White,54000.0,Citroën,C5 Aircross,Giza,2024-01-31,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/6250114,2021.0,14.45736497045232,5.0,10800.0,brand Citroën model C5 Aircross name Citroën C5 Aircross 2021 location Giza color White transmission Automatic
