name,price,color,mileage,brand,model,location,date_displayed,transmission,air_conditioner,power_steering,remote_control,item_url,year,log_price,car_age,km_per_year,search_text
Kia Sportage 2024,2800000.0,Dark grey,300.0,Kia,Sportage,Tagamo3 - New Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6258710,2024.0,14.845130332288226,2.0,150.0,brand Kia model Sportage name Kia Sportage 2024 location Tagamo3 - New Cairo color Dark grey transmission Automatic
Fiat Tipo 2021,1200000.0,Petroleum,131000.0,Fiat,Tipo,Kafr el-Dawwar,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6286701,2021.0,13.997832948091215,5.0,26200.0,brand Fiat model Tipo name Fiat Tipo 2021 location Kafr el-Dawwar color Petroleum transmission Automatic
Hyundai Tucson Turbo GDI 2021,2050000.0,Black,125000.0,Hyundai,Tucson Turbo GDI,Nasr city,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6286695,2021.0,14.53335083891935,5.0,25000.0,brand Hyundai model Tucson Turbo GDI name Hyundai Tucson Turbo GDI 2021 location Nasr city color Black transmission Automatic
BMW X1 2018,2050000.0,Gray,84000.0,BMW,X1,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x1/6254123,2018.0,14.53335083891935,8.0,10500.0,brand BMW model X1 name BMW X1 2018 location Cairo color Gray transmission Automatic
Chevrolet Optra 2021,700000.0,Blue,75000.0,Chevrolet,Optra,Obour City,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286679,2021.0,13.45883704259595,5.0,15000.0,brand Chevrolet model Optra name Chevrolet Optra 2021 location Obour City color Blue transmission Automatic
Chery Arrizo 5 2021,700000.0,Silver,25000.0,Chery,Arrizo 5,Obour City,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286673,2021.0,13.45883704259595,5.0,5000.0,brand Chery model Arrizo 5 name Chery Arrizo 5 2021 location Obour City color Silver transmission Manual
Kia Sportage 2022,1950000.0,Blue,33000.0,Kia,Sportage,Giza,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6262769,2022.0,14.48334044336031,4.0,8250.0,brand Kia model Sportage name Kia Sportage 2022 location Giza color Blue transmission Automatic
Hyundai Verna 2014,400000.0,Black,238000.0,Hyundai,Verna,Faiyum,2024-02-16,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286602,2014.0,12.899222326086994,12.0,19833.333333333332,brand Hyundai model Verna name Hyundai Verna 2014 location Faiyum color Black transmission Manual
Ford Focus 2018,870000.0,Brown,99000.0,Ford,Focus,El Haram,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/focus/6286581,2018.0,13.676249640055394,8.0,12375.0,brand Ford model Focus name Ford Focus 2018 location El Haram color Brown transmission Automatic
Nissan Tiida 2011,575000.0,Silver,262000.0,Nissan,Tiida,Maadi,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/nissan/tiida/6286779,2011.0,13.26212705890841,15.0,17466.666666666668,brand Nissan model Tiida name Nissan Tiida 2011 location Maadi color Silver transmission Manual
Mitsubishi Lancer Puma 2014,640000.0,Silver,180000.0,Mitsubishi,Lancer Puma,Tagamo3 - New Cairo,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6286767,2014.0,13.369225017834633,12.0,15000.0,brand Mitsubishi model Lancer Puma name Mitsubishi Lancer Puma 2014 location Tagamo3 - New Cairo color Silver transmission Automatic
Opel Grandland 2022,1900000.0,Black,98000.0,Opel,Grandland,Nasr city,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6280913,2022.0,14.45736497045232,4.0,24500.0,brand Opel model Grandland name Opel Grandland 2022 location Nasr city color Black transmission Automatic
Nissan Sunny 2022,830000.0,Red,67000.0,Nissan,Sunny,Alexandria,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6283629,2022.0,13.629182184591333,4.0,16750.0,brand Nissan model Sunny name Nissan Sunny 2022 location Alexandria color Red transmission Automatic
Fiat Uno 2001,150000.0,White,180000.0,Fiat,Uno,Alexandria,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/fiat/uno/6286515,2001.0,11.918397239722838,25.0,7200.0,brand Fiat model Uno name Fiat Uno 2001 location Alexandria color White transmission Manual
Kia Spectra 2002,325000.0,Gray,253000.0,Kia,Spectra,Al Shorouk,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286758,2002.0,12.691583538230217,24.0,10541.666666666666,brand Kia model Spectra name Kia Spectra 2002 location Al Shorouk color Gray transmission Automatic
Toyota Corolla 2008,650000.0,Black,199000.0,Toyota,Corolla,Alexandria,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286755,2008.0,13.384729180332174,18.0,11055.555555555555,brand Toyota model Corolla name Toyota Corolla 2008 location Alexandria color Black transmission Manual
Jac J3 2021,900000.0,White,240000.0,Jac,J3,6 October,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/jac/j3/6286737,2021.0,13.710151153416941,5.0,48000.0,brand Jac model J3 name Jac J3 2021 location 6 October color White transmission Automatic
Skoda Kodiaq 2023,3000000.0,Dark grey,,Skoda,Kodiaq,Tagamo3 - New Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6286718,2023.0,14.914123179965662,3.0,,brand Skoda model Kodiaq name Skoda Kodiaq 2023 location Tagamo3 - New Cairo color Dark grey transmission Automatic
MG 5 2022,1170000.0,Black,48000.0,MG,5,Kafr el-Dawwar,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286712,2022.0,13.972515161474428,4.0,12000.0,brand MG model 5 name MG 5 2022 location Kafr el-Dawwar color Black transmission Automatic
Hyundai Verna 2010,285000.0,White,175000.0,Hyundai,Verna,Alexandria,2024-02-16,Manual,No,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286706,2010.0,12.560247968016562,16.0,10937.5,brand Hyundai model Verna name Hyundai Verna 2010 location Alexandria color White transmission Manual
Toyota Corolla 2021,1500000.0,Black,82500.0,Toyota,Corolla,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6279740,2021.0,14.220976332738882,5.0,16500.0,brand Toyota model Corolla name Toyota Corolla 2021 location Cairo color Black transmission Automatic
Nissan Sunny 2022,650000.0,White,150000.0,Nissan,Sunny,Alexandria,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286692,2022.0,13.384729180332174,4.0,37500.0,brand Nissan model Sunny name Nissan Sunny 2022 location Alexandria color White transmission Automatic
Chevrolet Optra 2022,90000.0,Red,85000.0,Chevrolet,Optra,Giza,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286685,2022.0,11.407576060361786,4.0,21250.0,brand Chevrolet model Optra name Chevrolet Optra 2022 location Giza color Red transmission Automatic
Skoda Octavia A4 2003,430000.0,Black,200000.0,Skoda,Octavia A4,Alexandria,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6274731,2003.0,12.971542813248437,23.0,8695.652173913044,brand Skoda model Octavia A4 name Skoda Octavia A4 2003 location Alexandria color Black transmission Automatic
Daewoo Nubira 2 2004,280000.0,Dark blue,198000.0,Daewoo,Nubira 2,Giza,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6274769,2004.0,12.54254845357358,22.0,9000.0,brand Daewoo model Nubira 2 name Daewoo Nubira 2 2004 location Giza color Dark blue transmission Automatic
Kia Sephia 2000,240000.0,Silver,250000.0,Kia,Sephia,Tagamo3 - New Cairo,2024-02-16,Manual,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/sephia/6286683,2000.0,12.388398368982115,26.0,9615.384615384615,brand Kia model Sephia name Kia Sephia 2000 location Tagamo3 - New Cairo color Silver transmission Manual
Changan Benni 2016,300000.0,Red,37000.0,Changan,Benni,Helwan,2024-02-16,Automatic,Yes,No,No,https://eg.hatla2ee.com/en/car/changan/benni/6286668,2016.0,12.611541086966115,10.0,3700.0,brand Changan model Benni name Changan Benni 2016 location Helwan color Red transmission Automatic
Opel Astra 2020,1000000.0,Silver,96500.0,Opel,Astra,Alexandria,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6286677,2020.0,13.815511557963774,6.0,16083.333333333334,brand Opel model Astra name Opel Astra 2020 location Alexandria color Silver transmission Manual
Chery Tiggo 3 2022,950000.0,Dark grey,70000.0,Chery,Tiggo 3,El Haram,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6286674,2022.0,13.76421831620775,4.0,17500.0,brand Chery model Tiggo 3 name Chery Tiggo 3 2022 location El Haram color Dark grey transmission Automatic
Mercedes E 250 2010,1650000.0,Dark grey,145000.0,Mercedes,E 250,6 October,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/e-250/6286667,2010.0,14.316286451937186,16.0,9062.5,brand Mercedes model E 250 name Mercedes E 250 2010 location 6 October color Dark grey transmission Automatic
Kia Forte 2010,800000.0,Mocha,100000.0,Kia,Forte,Damanhur,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/kia/forte/6286664,2010.0,13.592368256649284,16.0,6250.0,brand Kia model Forte name Kia Forte 2010 location Damanhur color Mocha transmission Manual
Jeep Liberty 2006,660000.0,Silver,300000.0,Jeep,Liberty,El Haram,2024-02-16,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/jeep/liberty/6274686,2006.0,13.399996629152975,20.0,15000.0,brand Jeep model Liberty name Jeep Liberty 2006 location El Haram color Silver transmission Automatic
Daihatsu Grand terios 2009,680000.0,Black,220000.0,Daihatsu,Grand terios,Warraq,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/daihatsu/grand-terios/6274691,2009.0,13.429849547739444,17.0,12941.176470588236,brand Daihatsu model Grand terios name Daihatsu Grand terios 2009 location Warraq color Black transmission Manual
Lada 1500 2020,340000.0,Brown,63000.0,Lada,1500,Suez,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/lada/1500/6274665,2020.0,12.73670383776449,6.0,10500.0,brand Lada model 1500 name Lada 1500 2020 location Suez color Brown transmission Manual
Citroën C4 Picasso 2008,550000.0,Black,170000.0,Citroën,C4 Picasso,Shibin el Kom,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/c4-picasso/6274706,2008.0,13.217675375388819,18.0,9444.444444444445,brand Citroën model C4 Picasso name Citroën C4 Picasso 2008 location Shibin el Kom color Black transmission Automatic
Byd F3 2020,480000.0,Dark grey,149000.0,Byd,F3,El Haram,2024-02-16,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6286646,2020.0,13.081543466215237,6.0,24833.333333333332,brand Byd model F3 name Byd F3 2020 location El Haram color Dark grey transmission Manual
Renault Logan 2019,620000.0,Brown,62000.0,Renault,Logan,Port Said,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6286650,2019.0,13.3374763699232,7.0,8857.142857142857,brand Renault model Logan name Renault Logan 2019 location Port Said color Brown transmission Automatic
Honda Accord 2022,2450000.0,Petroleum,,Honda,Accord,Sohag,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/accord/6286568,2022.0,14.711598990684092,4.0,,brand Honda model Accord name Honda Accord 2022 location Sohag color Petroleum transmission Automatic
Kia Cerato 2011,630000.0,Silver,140000.0,Kia,Cerato,Pyramids Gardens,2024-02-16,Automatic,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6276902,2011.0,13.353476685668044,15.0,9333.333333333334,brand Kia model Cerato name Kia Cerato 2011 location Pyramids Gardens color Silver transmission Automatic
Jeep Renegade 2017,1100000.0,White,150000.0,Jeep,Renegade,Shobra,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jeep/Renegade/6278441,2017.0,13.910821646859095,9.0,16666.666666666668,brand Jeep model Renegade name Jeep Renegade 2017 location Shobra color White transmission Automatic
Hyundai Verna 2012,380000.0,Dark grey,300000.0,Hyundai,Verna,10th of Ramadan,2024-02-16,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286499,2012.0,12.847929163278053,14.0,21428.571428571428,brand Hyundai model Verna name Hyundai Verna 2012 location 10th of Ramadan color Dark grey transmission Manual
Mercedes E 200 2020,3800000.0,Black,87000.0,Mercedes,E 200,Sheikh Zayed City,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/e-200/6225050,2020.0,15.150511887854474,6.0,14500.0,brand Mercedes model E 200 name Mercedes E 200 2020 location Sheikh Zayed City color Black transmission Automatic
MG ZS 2022,1175000.0,White,48000.0,MG,ZS,Banha,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6274538,2022.0,13.976779556623864,4.0,12000.0,brand MG model ZS name MG ZS 2022 location Banha color White transmission Automatic
Mercedes C 200 2002,735000.0,White,320000.0,Mercedes,C 200,Heliopolis,2024-02-16,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-200/6286464,2002.0,13.507627138738266,24.0,13333.333333333334,brand Mercedes model C 200 name Mercedes C 200 2002 location Heliopolis color White transmission Automatic
Kia Sportage 2021,1800000.0,Black,55000.0,Kia,Sportage,Mokattam,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6286442,2021.0,14.403297778421795,5.0,11000.0,brand Kia model Sportage name Kia Sportage 2021 location Mokattam color Black transmission Automatic
Nissan Sunny 2019,650000.0,Silver,85000.0,Nissan,Sunny,Monufia,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286425,2019.0,13.384729180332174,7.0,12142.857142857143,brand Nissan model Sunny name Nissan Sunny 2019 location Monufia color Silver transmission Automatic
Fiat Punto 2010,510000.0,Black,168000.0,Fiat,Punto,6 October,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/fiat/puntu/6286388,2010.0,13.1421679654829,16.0,10500.0,brand Fiat model Punto name Fiat Punto 2010 location 6 October color Black transmission Manual
Opel Astra 2019,1000200.0,Red,29000.0,Opel,Astra,Qena,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6286641,2019.0,13.81571153776648,7.0,4142.857142857143,brand Opel model Astra name Opel Astra 2019 location Qena color Red transmission Automatic
Seat Ibiza 2023,1950000.0,Black,27000.0,Seat,Ibiza,Tagamo3 - New Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/seat/ibiza/6286629,2023.0,14.48334044336031,3.0,9000.0,brand Seat model Ibiza name Seat Ibiza 2023 location Tagamo3 - New Cairo color Black transmission Automatic
Byd F3 2021,550000.0,Red,165000.0,Byd,F3,Cairo,2024-02-16,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6286623,2021.0,13.217675375388819,5.0,33000.0,brand Byd model F3 name Byd F3 2021 location Cairo color Red transmission Manual
Mitsubishi Lancer EX Shark 2016,780000.0,Black,157000.0,Mitsubishi,Lancer EX Shark,Alexandria,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6148013,2016.0,13.567050480716235,10.0,15700.0,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2016 location Alexandria color Black transmission Manual
Jeep Cherokee 2010,950000.0,Bronze,165000.0,Jeep,Cherokee,Alexandria,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/jeep/cherokee/6194490,2010.0,13.76421831620775,16.0,10312.5,brand Jeep model Cherokee name Jeep Cherokee 2010 location Alexandria color Bronze transmission Manual
Chery Tiggo 7 2021,1300000.0,Petroleum,30000.0,Chery,Tiggo 7,Alexandria,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6286614,2021.0,14.077875591662238,5.0,6000.0,brand Chery model Tiggo 7 name Chery Tiggo 7 2021 location Alexandria color Petroleum transmission Manual
Daewoo Nubira 2 2005,310000.0,Red,220000.0,Daewoo,Nubira 2,El Minya,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6286611,2005.0,12.644330802262578,21.0,10476.190476190477,brand Daewoo model Nubira 2 name Daewoo Nubira 2 2005 location El Minya color Red transmission Automatic
Daewoo Lacetti 2003,380000.0,Black,176000.0,Daewoo,Lacetti,Shibin El Qanater,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6274631,2003.0,12.847929163278053,23.0,7652.173913043478,brand Daewoo model Lacetti name Daewoo Lacetti 2003 location Shibin El Qanater color Black transmission Manual
Zotye T600 2019,1000000.0,White,35000.0,Zotye,T600,Alexandria,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/zotye/T600/6274635,2019.0,13.815511557963774,7.0,5000.0,brand Zotye model T600 name Zotye T600 2019 location Alexandria color White transmission Automatic
Zotye 5008 2019,950000.0,White,24000.0,Zotye,5008,Tagamo3 - New Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/zotye/zotye-5008/6274643,2019.0,13.76421831620775,7.0,3428.5714285714284,brand Zotye model 5008 name Zotye 5008 2019 location Tagamo3 - New Cairo color White transmission Automatic
Renault Fluence 2013,495000.0,Gray,230000.0,Renault,Fluence,Giza,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/renault/fluence/6286604,2013.0,13.112315061750808,13.0,17692.30769230769,brand Renault model Fluence name Renault Fluence 2013 location Giza color Gray transmission Automatic
Hyundai Avante 2011,530000.0,Silver,78000.0,Hyundai,Avante,Al Shorouk,2024-02-16,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/avante/6286593,2011.0,13.180634172318978,15.0,5200.0,brand Hyundai model Avante name Hyundai Avante 2011 location Al Shorouk color Silver transmission Automatic
Suzuki Ciaz 2022,1085000.0,Brown,45000.0,Suzuki,Ciaz,Pyramids Gardens,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/ciaz/6286601,2022.0,13.897091466615258,4.0,11250.0,brand Suzuki model Ciaz name Suzuki Ciaz 2022 location Pyramids Gardens color Brown transmission Automatic
Chevrolet Optra 2018,550000.0,Silver,69000.0,Chevrolet,Optra,Mansoura,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286596,2018.0,13.217675375388819,8.0,8625.0,brand Chevrolet model Optra name Chevrolet Optra 2018 location Mansoura color Silver transmission Automatic
Renault Kadjar 2020,1070000.0,Blue,75000.0,Renault,Kadjar,El Manial,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/Kadjar/6229344,2020.0,13.883170141017091,6.0,12500.0,brand Renault model Kadjar name Renault Kadjar 2020 location El Manial color Blue transmission Automatic
Chevrolet Optra 2016,520000.0,Silver,300000.0,Chevrolet,Optra,Shobra,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6286586,2016.0,13.161586013632684,10.0,30000.0,brand Chevrolet model Optra name Chevrolet Optra 2016 location Shobra color Silver transmission Automatic
Volkswagen Golf 2011,580000.0,Silver,170000.0,Volkswagen,Golf,Cairo,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/golf/6286563,2011.0,13.270785106659046,15.0,11333.333333333334,brand Volkswagen model Golf name Volkswagen Golf 2011 location Cairo color Silver transmission Manual
Kia Cerato 2018,1200000.0,White,47000.0,Kia,Cerato,Dikirnis,2024-02-16,Automatic,No,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6286560,2018.0,13.997832948091215,8.0,5875.0,brand Kia model Cerato name Kia Cerato 2018 location Dikirnis color White transmission Automatic
Speranza A620 2013,395000.0,Black,155000.0,Speranza,A620,Monufia,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a620/6286562,2013.0,12.886643575525625,13.0,11923.076923076924,brand Speranza model A620 name Speranza A620 2013 location Monufia color Black transmission Automatic
Hyundai Verna 2017,415000.0,Red,124000.0,Hyundai,Verna,Cairo,2024-02-16,Manual,No,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6286556,2017.0,12.936036208848487,9.0,13777.777777777777,brand Hyundai model Verna name Hyundai Verna 2017 location Cairo color Red transmission Manual
Fiat 500C 2015,800000.0,White,100000.0,Fiat,500C,Tagamo3 - New Cairo,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/fiat/500C/6280683,2015.0,13.592368256649284,11.0,9090.90909090909,brand Fiat model 500C name Fiat 500C 2015 location Tagamo3 - New Cairo color White transmission Manual
Toyota Corolla 2019,1330000.0,White,87000.0,Toyota,Corolla,Red Sea,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6286538,2019.0,14.100690252077353,7.0,12428.57142857143,brand Toyota model Corolla name Toyota Corolla 2019 location Red Sea color White transmission Automatic
Mercedes C 180 2002,630000.0,Dark blue,230000.0,Mercedes,C 180,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6140903,2002.0,13.353476685668044,24.0,9583.333333333334,brand Mercedes model C 180 name Mercedes C 180 2002 location Cairo color Dark blue transmission Automatic
Skoda Octavia A4 2004,445000.0,Dark blue,300000.0,Skoda,Octavia A4,Quesna,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6274520,2004.0,13.005831808336863,22.0,13636.363636363636,brand Skoda model Octavia A4 name Skoda Octavia A4 2004 location Quesna color Dark blue transmission Automatic
Hyundai Elantra AD 2017,950000.0,Silver,72000.0,Hyundai,Elantra AD,Port Said,2024-02-16,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6274539,2017.0,13.76421831620775,9.0,8000.0,brand Hyundai model Elantra AD name Hyundai Elantra AD 2017 location Port Said color Silver transmission Automatic
Speranza A113 2010,350000.0,Silver,52000.0,Speranza,A113,Tanta,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/speranza/a113/6274586,2010.0,12.765691290604371,16.0,3250.0,brand Speranza model A113 name Speranza A113 2010 location Tanta color Silver transmission Manual
Kia Cerato 2008,500000.0,Silver,185000.0,Kia,Cerato,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6274521,2008.0,13.122365377402328,18.0,10277.777777777777,brand Kia model Cerato name Kia Cerato 2008 location Cairo color Silver transmission Automatic
Renault Kadjar 2020,1290000.0,Blue,34000.0,Renault,Kadjar,Maadi,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/Kadjar/6286424,2020.0,14.070153551531353,6.0,5666.666666666667,brand Renault model Kadjar name Renault Kadjar 2020 location Maadi color Blue transmission Automatic
Jeep Cherokee 2010,850000.0,Black,211000.0,Jeep,Cherokee,El Manial,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/jeep/cherokee/6286335,2010.0,13.652992804936396,16.0,13187.5,brand Jeep model Cherokee name Jeep Cherokee 2010 location El Manial color Black transmission Manual
MG ZS 2022,1325000.0,Black,25400.0,MG,ZS,Alexandria,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6286406,2022.0,14.096923772119156,4.0,6350.0,brand MG model ZS name MG ZS 2022 location Alexandria color Black transmission Automatic
Senova A1 2015,370000.0,Blue,200000.0,Senova,A1,Nasr city,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/senova/senova-a1/6268179,2015.0,12.821260987319457,11.0,18181.81818181818,brand Senova model A1 name Senova A1 2015 location Nasr city color Blue transmission Manual
Nissan Sunny 2002,360000.0,Gold,190000.0,Nissan,Sunny,Nasr city,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6273660,2002.0,12.793862088206213,24.0,7916.666666666667,brand Nissan model Sunny name Nissan Sunny 2002 location Nasr city color Gold transmission Manual
Jeep Liberty 2002,440000.0,Black,290000.0,Jeep,Liberty,Nasr city,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/jeep/liberty/6277778,2002.0,12.994532278619134,24.0,12083.333333333334,brand Jeep model Liberty name Jeep Liberty 2002 location Nasr city color Black transmission Manual
Jac JS4 2022,1100000.0,Red,30000.0,Jac,JS4,Damietta,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jac/JS4/6282486,2022.0,13.910821646859095,4.0,7500.0,brand Jac model JS4 name Jac JS4 2022 location Damietta color Red transmission Automatic
Hyundai Tucson Turbo GDI 2019,1900000.0,Silver,120000.0,Hyundai,Tucson Turbo GDI,Madinaty,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6276353,2019.0,14.45736497045232,7.0,17142.85714285714,brand Hyundai model Tucson Turbo GDI name Hyundai Tucson Turbo GDI 2019 location Madinaty color Silver transmission Manual
Toyota Corolla 2019,970000.0,White,91000.0,Toyota,Corolla,Qena,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6286083,2019.0,13.785052381406869,7.0,13000.0,brand Toyota model Corolla name Toyota Corolla 2019 location Qena color White transmission Automatic
Toyota Corolla 2018,1100000.0,White,120000.0,Toyota,Corolla,Nasr city,2024-02-16,Automatic,No,No,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6286172,2018.0,13.910821646859095,8.0,15000.0,brand Toyota model Corolla name Toyota Corolla 2018 location Nasr city color White transmission Automatic
Brilliance FRV Cross 2010,360000.0,Red,273000.0,Brilliance,FRV Cross,6 October,2024-02-16,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/brilliance/frv-cross/6286535,2010.0,12.793862088206213,16.0,17062.5,brand Brilliance model FRV Cross name Brilliance FRV Cross 2010 location 6 October color Red transmission Manual
Toyota Corolla 2022,2050000.0,White,,Toyota,Corolla,Zagazig,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6286518,2022.0,14.53335083891935,4.0,,brand Toyota model Corolla name Toyota Corolla 2022 location Zagazig color White transmission Automatic
Renault Fluence 2013,600000.0,Black,113000.0,Renault,Fluence,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/fluence/6286523,2013.0,13.304686600863562,13.0,8692.307692307691,brand Renault model Fluence name Renault Fluence 2013 location Cairo color Black transmission Automatic
